发布时间,来源,标题,状态,答复部门,类型,链接
2017-12-05,咨询问题,咨询不按导向车道行驶罚款吗,已回复,交警支队,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8172.html
2017-12-05,咨询问题,咨询不按导向车道行驶罚款不,已回复,交警支队,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8171.html
2017-11-29,咨询问题,咨询供热费收取标准,已回复,物价监督管理局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8146.html
2017-11-28,咨询问题,咨询佳木斯内环中环外环路分别是哪些街道,已回复,交通运输局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8139.html
2017-11-28,咨询问题,咨询我的性质到底是定职还是评审,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8134.html
2017-11-28,咨询问题,咨询下水管道改造,已回复,住房保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8131.html
2017-11-27,咨询问题,咨询退休人员异地认证,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8128.html
2017-11-25,咨询问题,咨询异地怎么交医保,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8124.html
2017-11-22,咨询问题,社保卡信息有误，无法异地就医,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8116.html
2017-11-22,咨询问题,社保异地就医,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8115.html
2017-11-21,咨询问题,咨询近乡街两侧动迁款啥时能给,已回复,住房保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8103.html
2017-11-17,咨询问题,咨询万新街道万达南侧客运站北侧有计划拆么,已回复,城乡规划局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8080.html
2017-11-16,咨询问题,咨询从来没参加过医保的佳木斯市前进区居民能不能交210元的那个的医疗保险,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8074.html
2017-11-15,咨询问题,咨询如何办理健康证,已回复,卫生和计划生育委员会,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8073.html
2017-11-15,咨询问题,咨询公章备案去哪里多少钱,已回复,公安局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8072.html
2017-11-15,咨询问题,咨询2017年11月份办理的新生儿医保能报销2017年11月份住院费吗,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8070.html
2017-11-15,咨询问题,咨询今年刚交的医保什么时间能生效,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8069.html
2017-11-15,咨询问题,咨询新生儿出生后13天办理医保满月后住院，费用能否报销如何报销,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8068.html
2017-11-14,咨询问题,关于独生子女父母一次性奖励领取问题,已回复,卫生和计划生育委员会,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8064.html
2017-11-14,咨询问题,咨询教师资格证能否补办,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8060.html
2017-11-04,咨询问题,咨询办理医疗保险缴费,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7922.html
2017-11-03,咨询问题,咨询侨眷在向阳区做餐饮问题,已回复,向阳区,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7921.html
2017-11-02,咨询问题,咨询限号范围,已回复,交警支队,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7910.html
2017-11-02,咨询问题,咨询医保问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7905.html
2017-11-01,咨询问题,咨询现在办理医保卡需要本人去吗,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7901.html
2017-10-31,咨询问题,异地医保,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7891.html
2017-10-31,咨询问题,咨询佳木斯市民办幼儿园购买校车是否有补助,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7889.html
2017-10-25,咨询问题,咨询儿童社会保障卡问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7843.html
2017-10-25,咨询问题,咨询佳木斯市及下辖市县出租车营运登记（车标）的唯一、合法登记介质是什么,已回复,交通运输局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7840.html
2017-10-24,咨询问题,咨询退伍军人持退伍证乘坐公交车免费吗,已回复,公交办,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7837.html
2017-10-24,咨询问题,咨询为什么取消17路公交,已回复,交通运输局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7835.html
2017-10-24,咨询问题,咨询居民慢性病复查问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7834.html
2017-10-23,咨询问题,咨询社会保障卡问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7829.html
2017-10-22,咨询问题,咨询社会保障卡问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7820.html
2017-10-22,咨询问题,咨询异地就医,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7819.html
2017-10-21,咨询问题,咨询农业户口是否可以交纳城镇居民养老保险,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7817.html
2017-10-17,咨询问题,咨询60岁以上的老人今年医保交多少钱,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7775.html
2017-10-17,咨询问题,咨询社区医疗办理！,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7774.html
2017-10-17,咨询问题,咨询医保缴费,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7773.html
2017-10-16,咨询问题,咨询新农合异地就医问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7772.html
2017-10-16,咨询问题,咨询2018年居民医保缴费标准提高原因,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7769.html
2017-10-14,咨询问题,咨询在岗在编任教满五年并且夫妻异地的是否可以申请回原籍任教,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7758.html
2017-10-14,咨询问题,咨询房照如何办理,已回复,房屋交易与产权管理中心,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7757.html
2017-10-13,咨询问题,咨询跨省住院治疗用办理转院吗若需要办理流程是什么,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7749.html
2017-10-13,咨询问题,咨询医保卡激活,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7748.html
2017-10-13,咨询问题,咨询干部履历表干部身份问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7747.html
2017-10-09,咨询问题,咨询办理房照问题,已回复,房屋交易与产权管理中心,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7704.html
2017-10-06,咨询问题,咨询国道哈同万发段至沿江段工程征地拆迁事宜,已回复,交通运输局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7695.html
2017-10-05,咨询问题,咨询缴纳异地公积金如何在佳木斯公积金贷款,已回复,住房公积金管理中心,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7693.html
2017-10-04,咨询问题,咨询新府苑对应小学,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7692.html
2017-09-28,咨询问题,咨询异地就医即时报销,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7680.html
2017-09-28,咨询问题,咨询房屋过户问题,已回复,房屋交易与产权管理中心,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7679.html
2017-09-28,咨询问题,友谊路中兴村（兴家村）铁路以北近乡街最后一个路灯老是不亮,已回复,郊区,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7678.html
2017-09-27,咨询问题,咨询居民医保优惠人群有哪些,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7676.html
2017-09-26,咨询问题,咨询社区医疗保险,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7672.html
2017-09-18,咨询问题,咨询买卖未开刃的工艺品刀剑是否违法,已回复,公安局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7651.html
2017-09-18,咨询问题,咨询烟草公司与公安局之间的平房什么时候能动迁,已回复,郊区,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7648.html
2017-09-18,咨询问题,咨询佳木斯市无线数字机顶盒在那里能买到,已回复,文化广电新闻出版局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7642.html
2017-09-17,咨询问题,咨询在佳木斯一普通高中就读的高二学生能否复读高一,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7640.html
2017-09-15,咨询问题,咨询企业职工交社保和医疗保险的基数或者说月扣缴额度佳木斯和抚远一样吗,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7639.html
2017-09-15,咨询问题,咨询二十三小对口升入三中、九中和二十中问题,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7638.html
2017-09-14,咨询问题,咨询《2017年佳木斯小学升初中招生工作方案》这个文件哪里可以查询？,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7634.html
2017-09-13,咨询问题,咨询二十三小升哪个初中,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7630.html
2017-09-13,咨询问题,咨询郊区黑锻社区家属房什么时候动迁,已回复,郊区,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7629.html
2017-09-13,咨询问题,咨询残疾人补贴和护理政策,已回复,民政局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7624.html
2017-11-20,咨询问题,咨询养老保险缴费,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8096.html
2017-11-20,咨询问题,咨询以前交过职工医疗保险现在没有单位了可以取消吗,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8095.html
2017-11-17,咨询问题,咨询新生儿已办理2018年医保能否补缴2017年医保,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8082.html
2017-11-13,咨询问题,咨询关于养老保险合并及办理新社保卡相关问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8057.html
2017-11-12,咨询问题,咨询顺德路铁路医院区段何时才能维修,已回复,城市管理行政执法局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8047.html
2017-11-12,咨询问题,咨询四合胜下平房什么时候动迁,已回复,城乡规划局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8046.html
2017-11-10,咨询问题,咨询小孩交城镇居民医疗保险的事,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8040.html
2017-11-06,咨询问题,咨询职工医保和居民医保的问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8026.html
2017-11-06,咨询问题,咨询离职后怎么将城镇职工保险转成新农合,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8025.html
2017-11-06,咨询问题,咨询医保代缴代扣问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8024.html
2017-11-06,咨询问题,咨询医保问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/8020.html
2017-11-05,咨询问题,咨询小孩上小学择校如何划分,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7934.html
2017-11-04,咨询问题,咨询慢性病医保,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7931.html
2017-11-04,咨询问题,咨询医保卡办理问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7930.html
2017-10-31,咨询问题,咨询17路取消十九路加车为什么还会造成出行难,已回复,公交办,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7884.html
2017-10-31,咨询问题,员级晋助级任职资格是什么 舞蹈演员可以吗,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7883.html
2017-10-30,咨询问题,医保问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7873.html
2017-10-29,咨询问题,现在对18岁以上的办居民基本医疗保险还有限制吗,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7868.html
2017-10-28,咨询问题,咨询18岁以前居民医疗保险可以办理了吗,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7857.html
2017-10-27,咨询问题,咨询慢性病异地就医,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7855.html
2017-10-27,咨询问题,咨询医保卡密码问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7854.html
2017-10-27,咨询问题,咨询职工医保和城镇居民医保具体区别,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7851.html
2017-10-26,咨询问题,咨询棚户区改造拆迁问题,已回复,城乡规划局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7850.html
2017-10-21,咨询问题,咨询本市城镇医保和农村合作医疗能合并么,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7816.html
2017-10-20,咨询问题,咨询医保问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7812.html
2017-10-20,咨询问题,咨询医保异地报销问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7807.html
2017-10-19,咨询问题,咨询力工是否属于特殊工种是否可以提前退休？,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7796.html
2017-10-19,咨询问题,咨询永房53#楼何时可以安装煤气管道,已回复,燃气公司,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7795.html
2017-10-19,咨询问题,咨询办理社会保障卡问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7793.html
2017-10-18,咨询问题,咨询一卡通办理半年多依旧让等待具体办理期限是多久,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7789.html
2017-10-18,咨询问题,咨询关于居民医保的问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7785.html
2017-10-17,咨询问题,咨询佳纺西区动迁的钱什么时候能到账,已回复,城乡建设局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7784.html
2017-10-17,咨询问题,咨询动迁房照办理,已回复,住房保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7782.html
2017-10-17,咨询问题,咨询身份证丢失人在山东怎么补办,已回复,公安局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7781.html
2017-10-12,咨询问题,咨询干部身份问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7738.html
2017-10-12,咨询问题,咨询办理房产证需要什么手续,已回复,房屋交易与产权管理中心,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7737.html
2017-10-12,咨询问题,咨询社保卡激活问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7736.html
2017-10-12,咨询问题,咨询养老保险报销需要什么材料,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7731.html
2017-10-11,咨询问题,咨询信息采集和领取社保卡有关问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7730.html
2017-10-11,咨询问题,咨询七彩花园房照,已回复,房屋交易与产权管理中心,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7729.html
2017-10-11,咨询问题,咨询社区微信生存认证都需要什么手续,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7726.html
2017-10-11,咨询问题,咨询社区医疗保险缴费地点,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7721.html
2017-10-09,咨询问题,咨询演员晋初级职称,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7707.html
2017-10-09,咨询问题,咨询新生儿医保如何办理,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7706.html
2017-09-26,咨询问题,想问一下今年城镇医疗保险和学生保险都是涨到210块钱吗？,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7670.html
2017-09-26,咨询问题,咨询医保问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7667.html
2017-09-26,咨询问题,咨询劳动合同问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7665.html
2017-09-22,咨询问题,咨询顺德路铁路医院区段何时进行维修,已回复,城乡建设局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7662.html
2017-09-22,咨询问题,咨询社保卡上的民族写错了,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7661.html
2017-09-21,咨询问题,关于不办理职工医保就不能交公积金的问题,已回复,住房公积金管理中心,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7657.html
2017-09-20,咨询问题,咨询不办理职工医保就不能交公积金的问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7656.html
2017-09-20,咨询问题,咨询没有土地使用证房子出售能办房照么,已回复,房屋交易与产权管理中心,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7655.html
2017-09-19,咨询问题,咨询高层住宅电梯费怎么收取,已回复,物价监督管理局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7654.html
2017-09-19,咨询问题,咨询怎样买到无线数字信号机顶盒免费收看无线数字电视节目,已回复,文化广电新闻出版局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7653.html
2017-09-18,咨询问题,咨询郊区乡镇小学升初中问题,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7652.html
2017-09-13,咨询问题,咨询友谊路中兴村（现在称呼为兴家村）近乡街铁路以北最后一个路灯老是不亮,已回复,郊区,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7623.html
2017-09-12,咨询问题,咨询六小升五中问题,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7621.html
2017-09-12,咨询问题,咨询郊区黑锻社区家属房什么时候动迁,已回复,住房保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7620.html
2017-09-11,咨询问题,咨询医疗保险问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7618.html
2017-09-07,咨询问题,咨询无线数字电视信号节目什么时间正式开播,已回复,文化广电新闻出版局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7608.html
2017-09-07,咨询问题,咨询养老保险问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7607.html
2017-09-06,咨询问题,咨询办理宠物狗检疫合格证问题,已回复,向阳区,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7604.html
2017-09-06,咨询问题,咨询翰林名苑小区何时能办理房照问题,已回复,房屋交易与产权管理中心,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7603.html
2017-09-05,咨询问题,咨询友谊路中兴村{现在称呼为兴家村}路口交通信号灯支架上怎么安装监控器啊？,已回复,交警支队,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7597.html
2017-10-26,咨询问题,咨询隐形眼镜和护理液是不是属于药品,已回复,食品药品监督管理局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7849.html
2017-10-26,咨询问题,咨询哈尔滨的一卡通签回来的手续,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7848.html
2017-10-26,咨询问题,咨询关于医保问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7846.html
2017-10-26,咨询问题,咨询社会医保,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7844.html
2017-09-05,咨询问题,咨询社保医保,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7596.html
2017-09-04,咨询问题,咨询在哪里给宠物狗办理检疫合格证,已回复,畜牧兽医局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7593.html
2017-09-04,咨询问题,咨询二套房用公积金贷款首付比例是多少,已回复,住房公积金管理中心,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7592.html
2017-09-04,咨询问题,咨询社会养老保险怎么补助,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7591.html
2017-09-04,咨询问题,咨询养老保险问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7590.html
2017-09-04,咨询问题,咨询国道哈同公路万发至沿江段工程,已回复,交通运输局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7589.html
2017-09-04,咨询问题,咨询友谊路中兴村（兴家村）路口的信号灯支架上怎么没安装监控探头啊？,已回复,交警支队,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7587.html
2017-09-02,咨询问题,咨询鹤大高速高速公路佳木斯市过境段的松花江大桥什么时候开建,已回复,交通运输局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7585.html
2017-09-01,咨询问题,请问关于骑电瓶车有哪些规定需要办理驾照吗,已回复,交警支队,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7584.html
2017-09-01,咨询问题,咨询永佳新天地对口哪个小学,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7581.html
2017-08-31,咨询问题,咨询6小入学问题,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7579.html
2017-08-22,咨询问题,咨询出生证明办理需要多少个工作日,已回复,卫生和计划生育委员会,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7547.html
2017-08-22,咨询问题,咨询社区医保啥时间交,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7546.html
2017-08-21,咨询问题,咨询郊区大莱花海场地费问题,已回复,郊区,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7530.html
2017-08-20,咨询问题,咨询小学划分区域表,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7529.html
2017-08-20,咨询问题,咨询最新版本小学升初中对口表,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7528.html
2017-08-20,咨询问题,咨询动迁问题,已回复,东风区,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7526.html
2017-08-19,咨询问题,咨询高中借读问题,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7525.html
2017-08-18,咨询问题,咨询供热公司问题,已回复,城乡建设局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7518.html
2017-08-18,咨询问题,咨询医疗保险卡,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7513.html
2017-08-17,咨询问题,咨询失业就业证如何办理,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7510.html
2017-08-09,咨询问题,咨询死亡身份证明,已回复,民政局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7469.html
2017-08-08,咨询问题,咨询什么时候佳木斯电视上新节目,已回复,文化广电新闻出版局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7467.html
2017-08-08,咨询问题,咨询社会保障卡问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7466.html
2017-08-08,咨询问题,咨询取消一卡通问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7464.html
2017-08-07,咨询问题,咨询个人档案中教师资格申请表未归档,已回复,教育局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7461.html
2017-08-07,咨询问题,咨询想查询档案在哪,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7458.html
2017-08-05,咨询问题,咨询如何提前退休,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7450.html
2017-08-04,咨询问题,咨询医保问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7442.html
2017-08-03,咨询问题,咨询低保的批复,已回复,民政局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7441.html
2017-08-03,咨询问题,咨询养老金问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7438.html
2017-07-29,咨询问题,咨询工资,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7392.html
2017-07-29,咨询问题,咨询幼儿落户,已回复,公安局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7391.html
2017-07-28,咨询问题,咨询异地医保报销问题,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7390.html
2017-07-28,咨询问题,结婚登记处查询不到结婚或离婚的登记信息怎么办,已回复,司法局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7389.html
2017-07-27,咨询问题,想咨询下  医保和农合  合并了没有,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7385.html
2017-07-27,咨询问题,咨询异地医保报销,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7384.html
2017-07-27,咨询问题,咨询二手房买卖时卖方交税吗,已回复,税务局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7382.html
2017-07-27,咨询问题,咨询敬享园何时搬迁,已回复,民政局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7381.html
2017-07-26,咨询问题,咨询结婚登记处查询不到结婚或离婚的登记信息怎么办,已回复,民政局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7380.html
2017-07-17,咨询问题,咨询低保办理条件,已回复,民政局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7325.html
2017-07-15,咨询问题,咨询是否动迁,已回复,城乡规划局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7324.html
2017-07-13,咨询问题,咨询燃气许可,已回复,城乡建设局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7318.html
2017-07-10,咨询问题,咨询郊区三合北方冷库周围动迁问题,已回复,郊区,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7297.html
2017-07-10,咨询问题,咨询单位医保密钥的使用方法,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7296.html
2017-07-10,咨询问题,咨询有毒有害津贴,已回复,人力资源和社会保障局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7292.html
2017-07-09,咨询问题,咨询造纸机修楼是否有动迁规划,已回复,城乡规划局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7291.html
2017-07-07,咨询问题,咨询小区地下停车场管理费收费标准,已回复,物价监督管理局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7282.html
2017-07-06,咨询问题,咨询危险品押运证怎么办,已回复,交通运输局,咨询问题,http://www.jms.gov.cn/html/zmhd/content/7276.html
